M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.29960000000000003,6180.0,2.0,5.27
2000,0.25,6256.0,2.0,8.07
3000,0.26280000000000003,6148.0,2.0,12.5
4000,0.2238,7212.0,2.0,20.88
5000,0.1832,6180.0,2.0,53.37
6000,0.1355,7268.0,2.0,337.73
7000,0.10710000000000001,7244.0,2.0,885.73
8000,0.0876,8076.0,2.0,1502.67
9000,0.0728,8240.0,2.0,2103.37
10000,0.060700000000000004,8440.0,2.0,2684.75
12000,0.0452,9008.0,2.0,3643.43
14000,0.0353,9248.0,2.0,4431.06
16000,0.030600000000000002,9424.0,2.0,5077.39
18000,0.0269,9660.0,2.0,5593.52
25000,0.027000000000000003,10456.0,2.0,6818.54
30000,0.0296,11128.0,2.0,7361.46
35000,0.0317,11472.0,2.0,7736.19
40000,0.0788,12324.0,3.0,8022.65
45000,0.0697,12404.0,3.0,8101.51
50000,0.0698,12364.0,3.0,8224.4
60000,0.0705,12356.0,3.0,8470.34
70000,0.0745,12336.0,3.0,8683.35
80000,0.0797,12372.0,3.0,8858.38
90000,0.0863,12372.0,3.0,8994.76
100000,0.09050000000000001,12368.0,3.0,9105.44
200000,0.16579999999999998,11384.0,3.0,9590.34
300000,0.3157,12336.0,4.0,9693.23
400000,0.4238,12408.0,4.0,9770.04
500000,0.511,11300.0,4.0,9822.12
600000,0.6093,11300.0,4.0,9854.82
700000,0.7058,11944.0,4.0,9879.37
800000,0.7994,12356.0,4.0,9895.42
900000,0.9020999999999999,11300.0,4.0,9910.77
1000000,1.0342,11412.0,4.0,9921.39
2000000,2.472,12324.0,5.0,9956.68
4000000,4.9662,12352.0,5.0,9981.62
6000000,7.9856,12324.0,5.34,9989.5
8000000,11.576099999999999,11300.0,5.94,9992.1
10000000,15.176300000000001,11572.0,6.0,9993.83
15000000,22.3418,12296.0,6.0,9996.91
20000000,29.4593,11388.0,6.0,9998.11
25000000,38.1535,10276.0,6.0,9998.77
30000000,44.2417,11300.0,6.03,9999.23
35000000,51.702799999999996,11380.0,6.08,9999.47
40000000,60.1761,11300.0,6.15,9999.67
49995000,77.16,11312.0,6.2,10000.0
