M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00067,376896.0,1.0,0.122
2000,0.00171,402500.0,1.0,0.19
3000,0.00248,428084.0,1.0,0.325
4000,0.0023599999999999997,458856.0,1.0,0.403
5000,0.0041600000000000005,493616.0,1.0,0.471
6000,0.00504,526412.0,1.0,0.408
7000,0.0058,558176.0,1.0,0.362
8000,0.0066,582712.0,1.0,0.298
9000,0.00735,600164.0,1.0,0.215
10000,0.00834,615480.0,1.0,0.206
12000,0.00919,633892.0,1.0,0.17
14000,0.01058,649272.0,1.0,0.119
16000,0.011779999999999999,656424.0,1.0,0.065
18000,0.01293,661536.0,1.0,0.05
25000,0.01666,683064.0,1.0,28.803
30000,0.01914,694336.0,1.0,90.174
35000,0.02175,690232.0,1.0,204.539
40000,0.024329999999999997,702516.0,1.0,590.626
45000,0.02277,709668.0,1.0,1109.45
50000,0.03039,708720.0,1.0,1509.59
60000,0.08565,12168.0,2.0,8429.72
70000,0.09243000000000001,12136.0,2.0,8639.26
80000,0.09935,13180.0,2.0,8805.99
90000,0.09118000000000001,12136.0,2.0,8936.68
100000,0.10829000000000001,12132.0,2.0,9043.97
200000,0.20918,12136.0,2.0,9541.95
300000,0.18986,13184.0,2.0,9706.81
400000,0.3492,11340.0,2.0,9787.07
500000,0.43176,12384.0,2.0,9832.66
600000,0.52799,11328.0,2.0,9862.6
