K,Average User Time (s),Average Memory (KB),Passes
1,0.39,11225.6,4
2,0.398,12777.6,4
3,0.368,14331.2,3
4,0.348,15962.4,3
5,0.31,17739.2,2
6,0.334,19641.6,2
7,0.32,21214.4,2
8,0.332,22804.0,2
9,0.37,24355.2,2
10,0.422,25930.4,2
