N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.96,3.09,9.55
20,0.0,3169.12,3.97,15.59
30,0.0,3172.24,4.41,20.0
40,0.0,3176.8,4.92,24.4
50,0.0,3173.48,5.06,27.71
60,0.0,3180.64,5.36,31.29
70,0.0,3178.88,5.53,34.28
80,0.0,3173.72,5.66,37.13
90,0.0,3171.6,5.97,40.86
100,0.0,3178.36,5.98,42.77
200,0.0,3173.48,6.84,61.07
300,0.0024000000000000007,3172.24,7.28,74.87
400,0.0037000000000000015,3176.72,7.36,78.74
500,0.008600000000000005,3172.68,7.25,81.82
600,0.012900000000000009,3181.88,7.42,86.87
700,0.01540000000000001,3170.16,7.25,83.56
800,0.019100000000000013,3177.84,7.37,86.77
900,0.022400000000000007,3175.6,7.23,83.28
1000,0.02829999999999998,3180.76,7.46,91.25
1200,0.040299999999999975,3179.0,7.11,81.32
1400,0.05149999999999995,3177.92,7.35,89.81
1600,0.05669999999999998,3176.28,6.97,78.41
1800,0.0686,4199.0,7.06,80.96
2000,0.0668999999999999,4197.0,7.3,86.93
2500,0.11179999999999998,4201.8,7.2,84.53
3000,0.1338000000000001,4204.0,7.36,83.89
3500,0.15929999999999978,4197.16,7.22,83.04
4000,0.1708000000000001,5228.6,7.06,79.01
4500,0.16380000000000006,5221.28,7.2,80.87
5000,0.19069999999999998,5223.2,7.28,89.89
6000,0.24789999999999984,5227.24,7.16,84.53
7000,0.3102000000000001,6251.04,7.36,85.63
8000,0.37919999999999976,6254.28,7.32,85.59
9000,0.45319999999999977,7272.36,7.29,78.83
10000,0.5339000000000003,7270.08,7.34,78.02
