N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3175.48,2.0,9.56
20,0.0,3171.64,2.55,15.37
30,0.0,3173.4,2.96,19.87
40,0.0,3178.52,2.98,24.2
50,0.0,3174.28,3.04,27.57
60,0.0,3182.68,3.18,31.13
70,0.0,3184.28,3.28,34.15
80,0.0,3176.04,3.56,37.29
90,0.0,3176.6,3.65,40.84
100,0.0,3176.08,3.67,42.39
200,0.0,3182.88,4.13,61.18
300,0.0,3175.88,4.33,74.57
400,0.0005,3170.84,4.46,78.0
500,0.0009,3163.24,4.52,81.54
600,0.004000000000000002,3178.76,4.51,86.33
700,0.010300000000000007,3179.96,4.63,83.49
800,0.01310000000000001,3176.64,4.58,86.17
900,0.01270000000000001,3176.68,4.55,81.47
1000,0.021400000000000016,3177.92,4.61,90.12
1200,0.018400000000000014,3169.76,4.32,79.85
1400,0.03459999999999997,3177.92,4.49,88.26
1600,0.03329999999999997,3175.84,4.23,76.36
1800,0.04589999999999999,4199.8,4.38,79.95
2000,0.04859999999999995,4204.32,4.36,85.56
2500,0.06559999999999996,4196.44,4.26,82.21
3000,0.08830000000000002,4200.04,4.3,81.12
3500,0.1156999999999999,4200.12,4.4,81.17
4000,0.09440000000000003,5227.6,4.2,76.81
4500,0.0917,5229.08,4.26,78.19
5000,0.11379999999999994,5222.68,4.36,87.06
6000,0.15209999999999993,5222.76,4.37,80.49
7000,0.2015000000000001,6252.16,4.61,82.58
8000,0.24690000000000004,6247.6,4.55,80.95
9000,0.29950000000000004,7273.48,4.54,74.71
10000,0.3820000000000001,7267.84,4.69,73.72
