N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3176.0,2.0,9.56
20,0.0,3181.28,2.04,15.4
30,0.0,3176.36,2.58,19.96
40,0.0,3183.64,2.9,24.25
50,0.0,3178.56,3.0,27.51
60,0.0,3174.36,3.0,31.05
70,0.0,3175.04,3.0,34.01
80,0.0,3176.0,3.0,37.16
90,0.0,3175.08,3.0,40.63
100,0.0,3178.2,3.01,42.18
200,0.0,3172.64,3.14,60.21
300,0.0,3177.2,3.48,74.33
400,0.0,3178.56,3.64,78.24
500,0.0034000000000000015,3172.4,3.85,81.84
600,0.004000000000000002,3175.04,3.9,86.44
700,0.007100000000000004,3174.36,3.9,83.66
800,0.011700000000000009,3178.84,3.94,86.42
900,0.011700000000000009,3176.04,3.94,81.6
1000,0.019200000000000012,3175.04,3.96,90.58
1200,0.016900000000000012,3175.52,3.95,80.0
1400,0.029699999999999976,3181.0,3.96,88.88
1600,0.027199999999999988,3174.84,4.0,76.54
1800,0.04199999999999997,4202.04,4.01,79.9
2000,0.03499999999999995,4196.88,3.98,85.86
2500,0.06180000000000001,4200.6,4.03,82.0
3000,0.07089999999999992,4200.88,4.03,81.14
3500,0.09499999999999995,4197.32,4.13,81.16
4000,0.08400000000000006,5225.88,4.12,76.67
4500,0.08930000000000002,5228.36,4.12,78.17
5000,0.11119999999999994,5219.76,4.21,86.99
6000,0.1512999999999999,5220.44,4.29,80.51
7000,0.19730000000000011,6247.64,4.44,82.7
8000,0.24470000000000008,6248.28,4.5,81.12
9000,0.30150000000000005,7275.32,4.54,74.71
10000,0.3828000000000001,7268.2,4.68,73.69
