N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4216.0,3.0,9.54
20,0.0001,4168.0,3.0,15.38
30,0.0001,4168.0,3.01,20.12
40,0.0002,4216.0,3.0,24.46
50,0.0003,4168.0,3.03,27.85
60,0.0004,4192.0,3.04,31.37
70,0.0004,4192.0,3.03,34.41
80,0.0005,4168.0,3.06,37.67
90,0.0006,4168.0,3.05,41.19
100,0.0007000000000000001,4168.0,3.03,42.54
200,0.0016,4224.0,3.12,62.45
300,0.0027,4144.0,3.16,77.19
400,0.0038,4160.0,3.2,82.06
500,0.0049,4184.0,3.13,86.26
600,0.0060999999999999995,4196.0,3.24,92.89
700,0.0072,4168.0,3.18,91.33
800,0.0086,4196.0,3.19,95.71
900,0.009899999999999999,4196.0,3.22,92.79
1000,0.0109,3108.0,3.23,101.7
1200,0.013999999999999999,3136.0,3.28,95.24
1400,0.0167,4156.0,3.23,104.31
1600,0.0192,4212.0,3.27,95.29
1800,0.0223,4168.0,3.24,99.01
2000,0.026099999999999998,4132.0,3.36,107.76
2500,0.0342,4132.0,3.34,107.53
3000,0.041299999999999996,4160.0,3.29,109.21
3500,0.049100000000000005,5220.0,3.36,110.43
4000,0.057699999999999994,5192.0,3.37,108.69
4500,0.0665,5184.0,3.39,111.55
5000,0.0766,5188.0,3.48,120.9
6000,0.0941,6216.0,3.49,120.35
7000,0.1109,5184.0,3.42,123.03
8000,0.13019999999999998,6264.0,3.47,125.02
9000,0.1478,8264.0,3.44,120.46
10000,0.16699999999999998,8272.0,3.49,121.25
