N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,3.0,9.54
20,0.0,4192.0,3.0,15.38
30,0.0001,4168.0,3.01,20.12
40,0.0002,4168.0,3.0,24.46
50,0.0003,4224.0,3.03,27.85
60,0.0004,4168.0,3.04,31.37
70,0.0004,4168.0,3.03,34.41
80,0.0005,4224.0,3.06,37.67
90,0.0006,4196.0,3.05,41.19
100,0.0007000000000000001,4196.0,3.03,42.54
200,0.0017000000000000001,4168.0,3.12,62.45
300,0.0027,4168.0,3.16,77.19
400,0.0038,4184.0,3.2,82.06
500,0.0048,4196.0,3.13,86.26
600,0.0060999999999999995,3164.0,3.24,92.89
700,0.0072,4188.0,3.18,91.33
800,0.0085,4204.0,3.19,95.71
900,0.0096,3136.0,3.22,92.79
1000,0.011200000000000002,4168.0,3.23,101.7
1200,0.0143,4224.0,3.28,95.24
1400,0.017,3108.0,3.23,104.31
1600,0.0196,4168.0,3.27,95.29
1800,0.022400000000000003,4168.0,3.24,99.01
2000,0.026099999999999998,4160.0,3.36,107.76
2500,0.034300000000000004,5188.0,3.34,107.53
3000,0.041299999999999996,5260.0,3.29,109.21
3500,0.049400000000000006,5192.0,3.36,110.43
4000,0.0576,4132.0,3.37,108.69
