N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,1.0,2.32
20,0.0,4164.0,1.0,2.32
30,0.0,4168.0,1.0,1.7
40,0.0001,4228.0,1.28,24.58
50,0.0002,4168.0,1.68,28.13
60,0.0003,4188.0,1.93,31.88
70,0.0004,4260.0,1.96,34.84
80,0.0005,4168.0,1.97,38.08
90,0.0005,4168.0,1.98,41.44
100,0.0006,4168.0,1.99,43.38
200,0.0015,4164.0,2.0,63.12
300,0.0025,4168.0,2.0,77.64
400,0.0033,4168.0,2.0,82.9
500,0.0043,4168.0,2.0,87.27
600,0.0054,4276.0,2.0,94.15
700,0.006500000000000001,3176.0,2.0,92.85
800,0.0077,4216.0,2.0,96.56
900,0.0088,4176.0,2.0,93.82
1000,0.01,5192.0,2.0,102.86
1200,0.0124,5192.0,2.0,95.82
1400,0.0147,4160.0,2.0,105.33
1600,0.0173,5204.0,2.0,96.71
1800,0.0197,4192.0,2.0,100.98
2000,0.0226,4156.0,2.0,108.98
2500,0.030299999999999997,6216.0,2.0,109.13
3000,0.0354,5156.0,2.0,110.89
3500,0.0436,7240.0,2.0,111.94
