K,Iteration,User Time (s),Memory (KB),Passes
4,1,3.91,105004.0,4
4,2,3.85,105040.0,4
4,3,3.84,104980.0,4
4,4,3.8,105072.0,4
4,5,3.9,104968.0,4
4,6,3.95,104988.0,4
4,7,3.95,105028.0,4
4,8,3.97,105008.0,4
4,9,3.93,104928.0,4
4,10,3.9,105088.0,4
4,11,3.9,104932.0,4
4,12,3.82,105088.0,4
4,13,3.79,104968.0,4
4,14,3.87,104988.0,4
4,15,3.95,105080.0,4
4,16,3.9,105088.0,4
4,17,3.86,104932.0,4
4,18,3.94,105084.0,4
4,19,3.9,104872.0,4
4,20,3.88,104896.0,4
4,21,3.89,105072.0,4
4,22,3.78,104896.0,4
4,23,3.89,105040.0,4
4,24,3.86,105080.0,4
4,25,3.92,105088.0,4
4,26,3.92,104932.0,4
4,27,3.87,104968.0,4
4,28,3.78,104944.0,4
4,29,3.91,105000.0,4
4,30,3.75,105028.0,4
4,31,3.9,104908.0,4
4,32,3.85,105080.0,4
4,33,3.88,105080.0,4
4,34,3.85,105088.0,4
4,35,3.77,105072.0,4
4,36,3.88,104952.0,4
4,37,3.88,105000.0,4
4,38,3.89,104908.0,4
4,39,3.92,104980.0,4
4,40,3.92,105012.0,4
4,41,3.84,104988.0,4
4,42,3.91,105012.0,4
4,43,3.89,104944.0,4
4,44,3.89,104948.0,4
4,45,3.92,104948.0,4
4,46,3.97,104924.0,4
4,47,3.8,104980.0,4
4,48,3.83,104960.0,4
4,49,3.76,105080.0,4
4,50,3.76,104996.0,4
