K,Iteration,User Time (s),Memory (KB),Passes
7,1,0.55,136092.0,1
7,2,0.58,135904.0,1
7,3,0.54,136096.0,1
7,4,0.57,136092.0,1
7,5,0.55,136016.0,1
7,6,0.53,135908.0,1
7,7,0.54,135916.0,1
7,8,0.52,136024.0,1
7,9,0.55,136040.0,1
7,10,0.56,135932.0,1
7,11,0.59,136020.0,1
7,12,0.57,136020.0,1
7,13,0.54,136056.0,1
7,14,0.54,136092.0,1
7,15,0.51,135916.0,1
7,16,0.56,135968.0,1
7,17,0.54,135932.0,1
7,18,0.58,136016.0,1
7,19,0.55,135932.0,1
7,20,0.56,136096.0,1
7,21,0.52,136088.0,1
7,22,0.58,136000.0,1
7,23,0.56,135932.0,1
7,24,0.58,136028.0,1
7,25,0.54,135956.0,1
7,26,0.58,135968.0,1
7,27,0.56,136052.0,1
7,28,0.56,136024.0,1
7,29,0.6,136016.0,1
7,30,0.56,136020.0,1
7,31,0.58,136012.0,1
7,32,0.56,135964.0,1
7,33,0.59,136056.0,1
7,34,0.55,135912.0,1
7,35,0.56,135964.0,1
7,36,0.59,135948.0,1
7,37,0.59,136012.0,1
7,38,0.53,135968.0,1
7,39,0.57,136068.0,1
7,40,0.56,136016.0,1
7,41,0.59,135952.0,1
7,42,0.56,135988.0,1
7,43,0.56,136056.0,1
7,44,0.53,136000.0,1
7,45,0.55,135972.0,1
7,46,0.57,136016.0,1
7,47,0.56,136092.0,1
7,48,0.59,135968.0,1
7,49,0.55,136024.0,1
7,50,0.53,136008.0,1
