K,Iteration,User Time (s),Memory (KB),Passes
5,1,5.76,115224.0,3
5,2,5.76,115260.0,3
5,3,5.71,115340.0,3
5,4,5.73,115340.0,3
5,5,5.73,115240.0,3
5,6,5.77,115096.0,3
5,7,5.76,115332.0,3
5,8,5.81,115124.0,3
5,9,5.78,115256.0,3
5,10,5.69,115316.0,3
5,11,5.75,115188.0,3
5,12,5.79,115264.0,3
5,13,5.78,115264.0,3
5,14,5.75,115156.0,3
5,15,5.73,115268.0,3
5,16,5.68,115264.0,3
5,17,5.74,115192.0,3
5,18,5.73,115300.0,3
5,19,5.75,115284.0,3
5,20,5.74,115332.0,3
5,21,5.72,115344.0,3
5,22,5.77,115300.0,3
5,23,5.71,115208.0,3
5,24,5.74,115208.0,3
5,25,5.73,115192.0,3
5,26,5.75,115332.0,3
5,27,5.73,115332.0,3
5,28,5.78,115336.0,3
5,29,5.74,115248.0,3
5,30,5.77,115260.0,3
5,31,5.76,115188.0,3
5,32,5.8,115304.0,3
5,33,5.71,115268.0,3
5,34,5.74,115200.0,3
5,35,5.71,115300.0,3
5,36,5.74,115192.0,3
5,37,5.8,115156.0,3
5,38,5.72,115204.0,3
5,39,5.68,115316.0,3
5,40,5.74,115204.0,3
5,41,5.77,115264.0,3
5,42,5.75,115168.0,3
5,43,5.73,115260.0,3
5,44,5.78,115300.0,3
5,45,5.69,115300.0,3
5,46,5.8,115192.0,3
5,47,5.76,115252.0,3
5,48,5.81,115156.0,3
5,49,5.77,115300.0,3
5,50,5.83,115256.0,3
