K,Time (s),Memory (KB),Passes
1,1.11,22528.0,5
2,1.13,22528.0,5
3,1.16,22640.0,5
4,1.1,22720.0,5
5,1.06,22524.0,5
6,1.09,22524.0,5
7,1.11,22736.0,5
8,1.14,22632.0,5
9,1.11,22540.0,5
10,1.11,22708.0,5
