N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4148.0,3.0,10.0
20,0.0,4148.0,4.0,18.0
30,0.0,3136.0,4.0,26.0
40,0.0,4168.0,5.0,35.0
50,0.0,4148.0,5.0,47.0
60,0.0,4160.0,6.0,58.0
70,0.0,4148.0,6.0,67.0
80,0.0,3112.0,5.0,74.0
90,0.0,4148.0,7.0,88.0
100,0.0,4144.0,6.0,92.0
200,0.01,4172.0,8.0,192.0
300,0.02,4180.0,9.0,290.0
400,0.03,4172.0,10.0,381.0
500,0.05,3180.0,11.0,483.0
600,0.06,4148.0,10.0,580.0
700,0.08,3128.0,11.0,675.0
800,0.11,3156.0,11.0,775.0
900,0.12,3140.0,10.0,868.0
1000,0.15,3152.0,11.0,963.0
1200,0.22,3136.0,12.0,1167.0
1400,0.28,3148.0,12.0,1361.0
1600,0.35,3132.0,12.0,1563.0
1800,0.44,4208.0,13.0,1765.0
2000,0.51,5200.0,13.0,1957.0
2500,0.72,5172.0,13.0,2446.0
3000,1.03,5156.0,14.0,2945.0
3500,1.43,5192.0,15.0,3438.0
4000,1.67,5232.0,15.0,3925.0
4500,1.87,6188.0,14.0,4423.0
5000,2.42,6220.0,15.0,4935.0
6000,3.32,7232.0,16.0,5930.0
7000,4.2,7252.0,16.0,6922.0
8000,4.7,8248.0,15.0,7898.0
9000,6.11,8244.0,16.0,8903.0
10000,7.98,9272.0,18.0,9908.0
