N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4180.0,1.995,9.451
20,0.00011,4180.0,2.009,18.536
30,0.00015,4192.0,2.262,27.851
40,0.00035999999999999997,4180.0,2.678,37.3
50,0.00035999999999999997,4164.0,2.888,46.788
60,0.0007,3108.0,2.943,56.01
70,0.0005899999999999999,4192.0,2.984,65.442
80,0.00103,3108.0,2.998,75.032
90,0.00087,4136.0,3.0,84.381
100,0.0014199999999999998,3108.0,3.0,94.06
200,0.0030600000000000002,3108.0,3.0,190.403
300,0.00519,3124.0,3.0,287.769
400,0.00764,3168.0,3.004,385.879
500,0.013439999999999999,3108.0,3.073,484.279
600,0.01479,4160.0,3.097,582.167
700,0.0252,3108.0,3.233,681.212
800,0.03562,3116.0,3.614,780.712
900,0.03339,3136.0,3.808,879.412
1000,0.047810000000000005,3108.0,3.865,977.91
1200,0.05037,3108.0,3.975,1174.85
1400,0.07214,4132.0,3.999,1371.56
1600,0.08,5196.0,4.0,1568.84
1800,0.11866,4132.0,4.0,1766.15
2000,0.12076,4156.0,4.0,1964.06
2500,0.15918000000000002,4132.0,4.0,2458.9
3000,0.19754,4216.0,4.0,2954.11
3500,0.25542,6192.0,4.0,3449.79
4000,0.30248,5184.0,4.0,3946.08
4500,0.35123000000000004,5172.0,4.0,4442.43
5000,0.41136,7264.0,4.0,4939.28
6000,0.6396799999999999,6196.0,4.0,5932.87
7000,0.75426,7200.0,4.0,6926.88
8000,1.0008,7204.0,4.0,7922.18
9000,1.08657,9284.0,4.0,8917.52
10000,1.49861,9188.0,4.0,9912.53
