N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3188.0,3.0,10.0
20,0.0,4148.0,4.0,18.0
30,0.0,4176.0,4.0,28.0
40,0.0,4180.0,5.0,39.0
50,0.0,3144.0,5.0,47.0
60,0.0,4164.0,6.0,55.0
70,0.0,4148.0,6.0,63.0
80,0.0,4192.0,6.0,72.0
90,0.0,3148.0,7.0,84.0
100,0.0,3168.0,7.0,91.0
200,0.01,4148.0,8.0,193.0
300,0.02,4180.0,9.0,281.0
400,0.03,3136.0,9.0,385.0
500,0.05,4188.0,11.0,485.0
600,0.06,3168.0,11.0,581.0
700,0.07,4184.0,10.0,675.0
800,0.11,3192.0,11.0,779.0
900,0.12,4188.0,11.0,866.0
1000,0.14,3184.0,11.0,972.0
1200,0.21,4168.0,12.0,1167.0
1400,0.27,4132.0,12.0,1352.0
1600,0.34,4180.0,12.0,1560.0
1800,0.42,4176.0,13.0,1744.0
2000,0.5,4212.0,13.0,1956.0
2500,0.7,5172.0,13.0,2462.0
3000,1.02,5204.0,14.0,2947.0
3500,1.22,4144.0,13.0,3442.0
4000,1.74,6192.0,16.0,3948.0
4500,2.02,6232.0,16.0,4446.0
5000,2.26,6196.0,15.0,4930.0
6000,3.07,7224.0,15.0,5919.0
7000,4.0,7212.0,16.0,6903.0
8000,4.52,8244.0,15.0,7904.0
9000,6.27,7224.0,17.0,8913.0
10000,6.89,9272.0,16.0,9913.0
