N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4148.0,2.0,10.0
20,0.0,3140.0,2.0,18.0
30,0.0,4184.0,3.0,28.0
40,0.0,4184.0,3.0,36.0
50,0.0,4184.0,3.0,48.0
60,0.0,3132.0,3.0,58.0
70,0.0,4168.0,3.0,65.0
80,0.0,4144.0,3.0,77.0
90,0.0,3172.0,3.0,83.0
100,0.0,4172.0,4.0,94.0
200,0.0,3176.0,4.0,192.0
300,0.0,4152.0,4.0,289.0
400,0.01,3128.0,4.0,380.0
500,0.02,3120.0,4.0,489.0
600,0.02,3188.0,4.0,579.0
700,0.04,4148.0,5.0,679.0
800,0.05,4180.0,5.0,783.0
900,0.06,3164.0,5.0,886.0
1000,0.07,4176.0,5.0,977.0
1200,0.09,4172.0,5.0,1174.0
1400,0.12,4156.0,5.0,1373.0
1600,0.15,5156.0,5.0,1569.0
1800,0.17,5156.0,5.0,1773.0
2000,0.2,5192.0,5.0,1962.0
2500,0.28,4208.0,5.0,2457.0
3000,0.37,5168.0,5.0,2953.0
3500,0.48,5168.0,5.0,3462.0
4000,0.68,6220.0,6.0,3945.0
4500,0.77,5240.0,6.0,4441.0
5000,0.98,5188.0,6.0,4939.0
6000,1.27,6200.0,6.0,5928.0
7000,1.62,7240.0,6.0,6920.0
8000,1.94,7244.0,6.0,7935.0
9000,2.32,7216.0,6.0,8908.0
10000,2.71,8228.0,6.0,9918.0
