N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,4164.0,3.108,9.492
20,0.00011999999999999999,3148.0,3.973,18.533
30,0.00025,4184.0,4.544,27.839
40,0.00058,4164.0,4.978,36.978
50,0.0005899999999999999,4192.0,5.348,46.465
60,0.00117,4164.0,5.674,55.713
70,0.0011,4176.0,5.951,65.251
80,0.00136,4164.0,6.183,74.611
90,0.00164,4148.0,6.426,84.137
100,0.00206,3160.0,6.615,93.675
200,0.00683,3104.0,7.975,189.375
300,0.016059999999999998,4152.0,8.848,286.282
400,0.02658,3192.0,9.486,383.56
500,0.03449,3108.0,9.959,480.917
600,0.05098,4164.0,10.332,578.606
700,0.06824,3108.0,10.64,676.49
800,0.07740999999999999,3108.0,10.947,774.262
900,0.09145,3108.0,11.233,872.627
1000,0.10894,3160.0,11.486,970.92
1200,0.18415,3108.0,11.887,1167.81
1400,0.19083,4184.0,12.241,1364.64
1600,0.25211,4132.0,12.516,1561.77
1800,0.33253,4160.0,12.756,1759.06
2000,0.39111,4184.0,13.021,1956.36
2500,0.49879,4160.0,13.49,2450.7
3000,0.64554,4208.0,13.94,2945.24
3500,0.81997,6192.0,14.24,3440.28
4000,1.03006,6224.0,14.556,3935.53
4500,1.24742,5184.0,14.791,4431.35
5000,1.52017,5240.0,15.024,4927.64
6000,2.07436,6212.0,15.432,5919.8
7000,2.71218,7240.0,15.726,6912.66
8000,3.36731,7880.0,16.012,7905.74
9000,3.95867,8256.0,16.286,8899.89
10000,5.97196,8236.0,16.531,9894.43
