N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,3172.0,2.976,9.48
20,0.0002,3132.0,3.92,18.484
30,0.00034,4148.0,4.454,27.691
40,0.00062,3180.0,4.934,36.978
50,0.00085,4184.0,5.292,46.286
60,0.00131,3104.0,5.623,55.634
70,0.00172,4176.0,5.903,65.106
80,0.00211,3116.0,6.127,74.495
90,0.00266,3136.0,6.346,83.991
100,0.00309,4140.0,6.581,93.448
200,0.01051,4144.0,7.975,189.587
300,0.01819,3108.0,8.841,286.392
400,0.03198,3168.0,9.433,383.267
500,0.04983,3188.0,9.93,480.773
600,0.05824,3148.0,10.302,578.581
700,0.07909000000000001,3108.0,10.665,676.472
800,0.10332,3108.0,10.986,774.474
900,0.13027,3108.0,11.24,872.646
1000,0.14283,3172.0,11.466,970.99
1200,0.20661000000000002,3108.0,11.858,1167.58
1400,0.2768,4192.0,12.182,1364.78
1600,0.32491000000000003,4128.0,12.461,1561.93
1800,0.41984,4132.0,12.787,1759.28
2000,0.35814,4132.0,13.019,1956.58
2500,0.7337899999999999,4164.0,13.49,2450.51
3000,0.74015,4172.0,13.937,2945.22
3500,1.30998,5156.0,14.215,3440.26
4000,1.45153,5184.0,14.553,3935.76
4500,1.72257,5172.0,14.79,4431.62
5000,1.81754,5212.0,15.016,4926.95
6000,3.0213400000000004,6236.0,15.393,5919.69
7000,4.08191,7200.0,15.782,6912.53
8000,5.06333,7220.0,16.016,7905.77
9000,5.650390000000001,8228.0,16.279,8899.79
10000,7.34387,8256.0,16.526,9893.5
