N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.12,1.0,0.0
20,0.0,3182.912,1.0,0.0
30,0.0,3181.8,1.0,27.836
40,0.0,3183.036,1.0,37.068
50,0.0,3182.26,1.0,46.364
60,0.0,3180.348,1.0,55.799
70,0.0,3182.66,1.0,65.263
80,0.0,3181.76,1.0,74.659
90,0.0,3183.244,1.001,84.23
100,0.0,3181.132,1.0,93.626
200,0.0,3184.024,1.001,189.639
300,0.0,3181.968,1.002,286.219
400,0.0,3184.128,1.002,383.489
500,4e-05,3183.54,1.006,481.09
600,0.0004000000000000002,3183.46,1.013,578.797
700,0.006449999999999907,3182.916,1.007,676.747
800,0.009999999999999832,3182.764,1.015,774.566
900,0.010099999999999831,3182.416,1.01,872.674
1000,0.014939999999999733,3191.348,1.015,971.004
1200,0.020119999999999666,3568.596,1.015,1167.443
1400,0.023309999999999775,4190.564,1.011,1364.619
1600,0.03039000000000038,4205.916,1.016,1561.549
1800,0.04025999999999935,4207.36,1.019,1759.067
2000,0.04733999999999938,4204.804,1.017,1956.26
2500,0.0691899999999999,4439.532,1.028,2450.346
3000,0.09192000000000183,5222.184,1.044,2944.958
3500,0.1171900000000004,5297.628,1.048,3439.983
4000,0.14561999999999975,5789.58,1.042,3935.247
4500,0.17982000000000065,6227.456,1.055,4431.239
5000,0.21228999999999953,6481.036,1.068,4926.67
6000,0.28841999999999846,7403.624,1.061,5919.117
7000,0.3737100000000055,8232.8,1.091,6911.735
8000,0.46665999999999547,8925.16,1.096,7904.678
9000,0.5761199999999997,9768.648,1.121,8898.497
10000,0.686479999999991,10609.236,1.138,9893.139
