N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3192.0,1.0,2.35
20,0.0,4176.0,1.0,2.29
30,0.0001,3172.0,2.0,20.85
40,0.0001,3216.0,2.0,26.37
50,0.0002,4176.0,2.0,30.96
60,0.0003,3208.0,2.18,36.21
70,0.0004,3172.0,2.46,40.14
80,0.0005,3172.0,2.78,44.34
90,0.0007000000000000001,3172.0,2.91,48.66
100,0.0008,3128.0,2.95,52.51
200,0.0027,3156.0,3.43,86.89
300,0.005600000000000001,3180.0,3.9,115.33
400,0.0095,3192.0,4.28,132.57
500,0.013300000000000001,3192.0,4.41,141.64
600,0.0191,3172.0,4.77,153.02
700,0.0262,3192.0,5.13,153.43
800,0.032400000000000005,3208.0,5.21,159.06
900,0.0412,3172.0,5.5,152.73
1000,0.049800000000000004,4216.0,5.78,167.64
1200,0.0687,4248.0,6.11,159.19
1400,0.0998,4204.0,6.85,183.52
1600,0.1234,4160.0,7.01,166.04
1800,0.1598,4180.0,7.68,180.99
2000,0.1931,4256.0,7.93,195.72
2500,0.302,6212.0,8.82,208.87
3000,0.4337,5272.0,9.93,208.76
3500,0.5913,6304.0,10.74,223.52
4000,0.7574,6236.0,11.33,222.42
4500,0.9481,6200.0,11.92,236.71
5000,1.1997,7292.0,12.74,278.35
6000,1.6996,8260.0,13.94,269.46
7000,2.3350999999999997,8292.0,15.24,293.3
