M,Time (s),Memory (KB),Passes
100,0.0,4148.0,2.01
200,0.0,3152.0,2.95
300,0.0,3160.0,3.05
400,0.0,4144.0,3.17
500,0.0,4188.0,3.24
600,0.0,4156.0,3.23
700,0.0,4176.0,3.18
800,0.0,3192.0,3.2
900,0.0,3168.0,3.16
1000,0.0,4144.0,3.17
2000,0.0,3132.0,3.32
3000,0.0,4192.0,3.28
4000,0.01,4152.0,3.28
5000,0.01,4152.0,3.25
6000,0.01,4152.0,3.17
7000,0.01,4152.0,3.23
8000,0.01,3188.0,3.21
9000,0.01,4180.0,3.22
10000,0.01,3120.0,3.23
11000,0.01,3148.0,3.18
12000,0.01,4152.0,3.2
13000,0.01,4180.0,3.19
14000,0.02,4176.0,3.2
15000,0.02,3164.0,3.21
16000,0.02,3116.0,3.19
17000,0.02,4168.0,3.17
18000,0.02,4184.0,3.19
19000,0.02,4152.0,3.22
20000,0.02,4148.0,3.21
30000,0.03,3124.0,3.3
40000,0.05,3160.0,3.54
50000,0.06,4152.0,3.75
60000,0.08,3168.0,3.73
70000,0.09,4188.0,3.65
80000,0.1,4152.0,3.58
90000,0.11,4172.0,3.6
100000,0.12,4144.0,3.54
200000,0.21,4152.0,3.14
300000,0.32,3164.0,3.03
400000,0.42,3140.0,3.0
