M,Time (s),Memory (KB),Passes
100,0.0,3192.0,2.1
200,0.0,4192.0,3.03
300,0.0,4180.0,3.08
400,0.0,3192.0,3.17
500,0.0,4152.0,3.24
600,0.0,4148.0,3.23
700,0.0,3120.0,3.2
800,0.0,4136.0,3.22
900,0.0,3188.0,3.17
1000,0.0,4156.0,3.18
2000,0.0,4152.0,3.32
3000,0.0,3188.0,3.28
4000,0.01,3188.0,3.29
5000,0.01,4160.0,3.26
6000,0.01,4192.0,3.16
7000,0.01,3120.0,3.23
8000,0.01,4176.0,3.22
9000,0.01,4164.0,3.24
10000,0.01,3192.0,3.24
11000,0.01,4184.0,3.2
12000,0.01,4136.0,3.22
13000,0.01,4172.0,3.21
14000,0.02,4164.0,3.22
15000,0.02,4156.0,3.22
16000,0.02,4164.0,3.19
17000,0.02,3128.0,3.18
18000,0.02,4172.0,3.21
19000,0.02,4192.0,3.25
20000,0.02,4192.0,3.22
30000,0.03,4156.0,3.32
40000,0.05,3136.0,3.54
50000,0.06,3140.0,3.74
60000,0.08,4188.0,3.71
70000,0.09,3196.0,3.66
80000,0.1,4136.0,3.58
90000,0.11,4188.0,3.61
100000,0.12,4188.0,3.56
200000,0.22,4160.0,3.13
300000,0.31,3108.0,3.03
400000,0.42,3120.0,3.0
