K,Average User Time (s),Average Memory (KB),Passes
1,8.16,9864.0,3
2,8.92,11144.0,3
3,11.27,12392.0,3
4,11.84,13736.0,3
5,9.36,15140.0,3
6,9.15,16232.0,3
7,9.15,17800.0,3
8,9.01,18716.0,3
9,10.44,20448.0,3
10,8.44,21660.0,3
