N,Time (s),Memory (KB),Passes
10,0.0,4168.0,1.0
20,0.0,4196.0,1.0
30,0.0,4168.0,1.0
40,0.0,4168.0,1.0
50,0.0,4272.0,1.0
60,0.0,4196.0,1.0
70,0.0,4192.0,1.0
80,0.0,4196.0,1.0
90,0.0,4196.0,1.0
100,0.0,4168.0,1.0
200,0.0,5212.0,1.0
300,0.0,6244.0,1.0
400,0.0,7240.0,1.0
500,0.0,7240.0,1.0
600,0.0,8292.0,1.0
700,0.0,9316.0,1.0
800,0.0,9296.0,1.0
900,0.0,10368.0,1.0
1000,0.0,11336.0,1.0
1250,0.02,4168.0,2.9
1500,0.02,4164.0,2.91
1750,0.03,5196.0,2.97
2000,0.03,5220.0,2.92
2250,0.04,4176.0,2.94
2500,0.04,5212.0,2.98
3000,0.05,4148.0,2.97
3500,0.06,6220.0,3.0
4000,0.07,6216.0,3.0
4500,0.09,6216.0,3.03
5000,0.1,6216.0,3.04
6000,0.12,7240.0,3.06
7000,0.15,6212.0,3.03
8000,0.18,7204.0,3.08
9000,0.21,8368.0,3.1
10000,0.24,8228.0,3.02
