K,Iteration,User Time (s),Memory (KB),Passes
3,1,9.11,73268.0,4
3,2,8.38,73260.0,4
3,3,8.94,73168.0,4
3,4,8.68,73168.0,4
3,5,9.11,73132.0,4
3,6,9.22,73184.0,4
3,7,8.99,73188.0,4
3,8,8.45,73192.0,4
3,9,8.97,73220.0,4
3,10,8.66,73184.0,4
3,11,9.68,73104.0,4
3,12,9.25,73136.0,4
3,13,9.34,73100.0,4
3,14,8.71,73096.0,4
3,15,9.21,73256.0,4
3,16,8.77,73192.0,4
3,17,9.09,73200.0,4
3,18,8.95,73160.0,4
3,19,9.02,73100.0,4
3,20,8.58,73260.0,4
3,21,8.96,73176.0,4
3,22,8.54,73220.0,4
3,23,8.76,73260.0,4
3,24,9.06,73256.0,4
3,25,9.11,73252.0,4
3,26,8.95,73136.0,4
3,27,9.03,73096.0,4
3,28,8.61,73104.0,4
3,29,8.43,73184.0,4
3,30,9.12,73180.0,4
3,31,9.07,73264.0,4
3,32,9.24,73156.0,4
3,33,9.45,73176.0,4
3,34,9.26,73172.0,4
3,35,8.9,73248.0,4
3,36,9.12,73264.0,4
3,37,8.87,73188.0,4
3,38,9.2,73260.0,4
3,39,8.38,73100.0,4
3,40,8.55,73220.0,4
3,41,7.9,73120.0,4
3,42,7.77,73136.0,4
3,43,9.14,73156.0,4
3,44,9.04,73256.0,4
3,45,9.2,73120.0,4
3,46,9.2,73240.0,4
3,47,8.84,73240.0,4
3,48,8.96,73224.0,4
3,49,8.86,73192.0,4
3,50,9.11,73132.0,4
