K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3661.6,3
2,0.0,3635.2,3
3,0.0,3618.4,3
4,0.0,3707.2,3
5,0.0,3695.2,3
6,0.0,3651.2,3
7,0.0,3704.8,3
8,0.0,3723.2,3
9,0.0,3655.2,3
10,0.0,3696.0,2
