N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,4e-05,4180.0,2.004,9.646
20,8e-05,4168.0,2.029,18.482
30,0.00013000000000000002,4168.0,2.059,27.425
40,0.00019,4236.0,2.086,36.178
50,0.00025,4168.0,2.1,44.963
60,0.00032,4168.0,2.132,53.779
70,0.00039,4196.0,2.153,62.772
80,0.00046,4268.0,2.196,71.601
90,0.00054,4168.0,2.226,80.27
100,0.0006,4168.0,2.225,89.16
200,0.00151,4224.0,2.373,178.426
300,0.0026,3108.0,2.519,267.255
400,0.0037400000000000003,4184.0,2.582,357.05
500,0.00504,3132.0,2.668,446.855
600,0.01059,3148.0,2.703,537.104
700,0.01279,4180.0,2.764,626.729
800,0.01549,4168.0,2.781,717.085
900,0.01739,3108.0,2.81,806.935
1000,0.019039999999999998,3184.0,2.835,897.531
1200,0.0215,4216.0,2.884,1078.46
1400,0.028820000000000002,4168.0,2.901,1259.43
1600,0.03674,4156.0,2.923,1441.26
1800,0.0291,4192.0,2.937,1622.96
2000,0.032780000000000004,5276.0,2.958,1804.66
2500,0.04352,5192.0,2.985,2260.07
3000,0.056170000000000005,5192.0,2.992,2716.24
3500,0.06625,6216.0,3.008,3172.03
4000,0.08109000000000001,5188.0,3.037,3629.6
4500,0.09303,6216.0,3.029,4087.68
5000,0.10748,6216.0,3.052,4546.12
6000,0.13466999999999998,6180.0,3.056,5461.26
7000,0.16791,7252.0,3.047,6380.27
8000,0.19812000000000002,7204.0,3.052,7299.3
9000,0.23542,7212.0,3.062,8218.68
10000,0.266,8280.0,3.077,9139.17
