M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4196.8,1.0,0.0
2000,0.0,4200.44,1.0,0.0
3000,0.0,4173.24,1.0,0.0
4000,0.0,4190.84,1.0,0.0
5000,0.0,4181.4,1.0,0.0
6000,0.0,4173.28,1.0,0.0
7000,0.0,4184.4,1.0,0.0
8000,0.0,4179.24,1.0,0.0
9000,0.0,4191.08,1.0,0.0
10000,0.0,4177.48,1.0,0.0
12000,0.0,4169.48,1.0,0.0
14000,0.0,4190.72,1.0,0.0
16000,0.0,4197.92,1.0,0.0
18000,0.0010999999999999998,4199.76,1.0,0.0
25000,0.11489999999999988,8271.44,7.79,6054.5
30000,0.1222999999999999,8288.56,8.33,6619.96
35000,0.13050000000000012,8250.68,8.61,7044.44
40000,0.14180000000000023,8280.32,8.82,7382.9
45000,0.15520000000000014,8253.88,9.16,7646.4
50000,0.16990000000000002,8248.36,9.42,7860.94
60000,0.1972,8275.0,9.88,8192.14
70000,0.22529999999999986,8245.72,10.25,8432.31
80000,0.2602999999999999,8231.72,10.65,8622.39
90000,0.2939999999999998,8211.36,11.02,8768.58
100000,0.3235,8274.4,11.12,8892.48
200000,0.6789999999999999,8277.92,12.82,9434.73
300000,1.0750999999999995,8257.92,13.71,9625.27
400000,1.5215999999999992,8260.6,14.56,9720.79
500000,1.9109000000000003,8278.72,15.02,9778.93
600000,2.3272000000000004,8271.88,15.45,9815.84
700000,2.7815999999999996,8261.76,15.86,9843.07
800000,3.2542999999999993,8233.68,16.05,9864.41
900000,3.6915000000000004,8275.64,16.33,9880.75
1000000,4.165900000000001,8272.16,16.59,9893.85
2000000,8.864499999999998,8259.84,17.93,9950.09
4000000,18.789100000000005,8236.92,19.0,9978.06
6000000,28.9091,8166.92,19.51,9986.35
8000000,39.21430000000002,8075.8,19.92,9990.73
10000000,50.06239999999999,7998.84,20.05,9993.02
15000000,77.70949999999999,7813.92,20.44,9996.3
20000000,104.15970000000004,7817.96,20.71,9997.64
25000000,127.5501,7890.32,20.83,9998.49
30000000,154.59320000000008,8101.08,20.91,9998.96
35000000,184.15640000000013,7932.16,20.94,9999.4
40000000,223.14089999999993,7772.88,20.95,9999.64
49995000,260.0613,8034.64,20.97,10000.0
