K,Time (s),Memory (KB),Passes
3,2226.12,674788.0,5
4,4.67,714664.0,2
5,4.67,714564.0,2
6,5.37,714680.0,2
7,5.62,714584.0,2
8,5.61,714484.0,2
9,5.96,714652.0,2
10,5.5,714556.0,2
