K,Average User Time (s),Average Memory (KB),Passes
1,0.176,4628.8,47
2,0.048,4738.4,13
3,0.034,4876.0,8
4,0.02,5084.0,5
5,0.018,5254.4,5
6,0.018,5512.0,4
7,0.016,5687.2,4
8,0.02,5895.2,4
9,0.018,6043.2,3
10,0.008,6108.8,2
