K,Average User Time (s),Average Memory (KB),Passes
1,31.8333,106232.0,3
2,16.4233,85874.6667,2
3,31.97,101218.6667,2
4,0.17,95945.3333,1
5,0.1733,95896.0,1
6,0.1767,95929.3333,1
7,0.1867,95904.0,1
8,0.17,95925.3333,1
9,0.1867,95932.0,1
10,0.18,95918.6667,1
