M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0039000000000000003,6268.0,3.06,18.11
2000,0.005699999999999999,6300.0,3.4,36.44
3000,0.0075,6264.0,3.43,42.75
4000,0.0092,6276.0,3.4,46.95
5000,0.0109,6304.0,3.38,50.08
6000,0.0127,6296.0,3.43,52.48
7000,0.014499999999999999,6284.0,3.45,54.69
8000,0.0161,6204.0,3.45,56.5
9000,0.0179,6260.0,3.48,57.96
10000,0.0195,7244.0,3.5,59.42
12000,0.022400000000000003,6256.0,3.46,62.11
14000,0.0256,7244.0,3.49,64.15
16000,0.028300000000000002,6272.0,3.45,66.28
18000,0.030899999999999997,6260.0,3.41,68.08
25000,0.04,6216.0,3.49,73.18
30000,0.0473,6208.0,3.44,76.45
35000,0.0521,6304.0,3.44,79.25
40000,0.0582,7240.0,3.43,81.94
45000,0.06480000000000001,6248.0,3.44,84.66
50000,0.0698,6308.0,3.42,87.25
60000,0.0827,6268.0,3.43,92.05
70000,0.094,7232.0,3.44,96.27
80000,0.1063,6272.0,3.41,100.31
90000,0.11630000000000001,7292.0,3.42,104.35
100000,0.1285,7232.0,3.41,108.41
200000,0.2407,7304.0,3.44,147.25
300000,0.3492,7244.0,3.38,187.66
400000,0.4633,7292.0,3.33,228.78
500000,0.5586,7328.0,3.37,271.13
600000,0.6808,7320.0,3.4,314.27
