M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00065,377944.0,1.0,0.122
2000,0.00171,403528.0,1.0,0.19
3000,0.0025,429096.0,1.0,0.325
4000,0.00237,459856.0,1.0,0.403
5000,0.00417,493628.0,1.0,0.471
6000,0.00501,527392.0,1.0,0.408
7000,0.005690000000000001,558140.0,1.0,0.362
8000,0.00666,581732.0,1.0,0.298
9000,0.00734,601136.0,1.0,0.215
10000,0.008150000000000001,614472.0,1.0,0.206
12000,0.009349999999999999,635952.0,1.0,0.17
14000,0.01093,648240.0,1.0,0.119
16000,0.01207,656420.0,1.0,0.065
18000,0.01329,662564.0,1.0,0.05
25000,0.06319,10252.0,2.0,6388.86
30000,0.14211000000000001,10260.0,3.0,7185.21
35000,0.12974000000000002,10252.0,3.0,7396.11
40000,0.11993000000000001,10252.0,3.0,7648.76
45000,0.08434,9256.0,3.0,7880.04
50000,0.11952,10232.0,3.0,8076.7
60000,0.12326999999999999,9184.0,3.0,8392.01
70000,0.10808,9216.0,3.0,8621.29
80000,0.10534,9188.0,3.0,8798.48
90000,0.12376000000000001,9188.0,3.0,8935.25
100000,0.1396,9188.0,3.0,9048.74
200000,0.24833000000000002,9188.0,3.0,9552.8
300000,0.37560000000000004,10244.0,4.0,9722.84
400000,0.64699,10264.0,4.0,9777.98
500000,0.90183,9192.0,4.0,9820.01
600000,0.74799,9188.0,4.0,9849.71
700000,0.9770599999999999,10224.0,4.0,9872.2
800000,0.9369400000000001,10232.0,4.0,9888.81
900000,1.6538199999999998,10256.0,4.0,9902.03
1000000,1.82154,9188.0,4.0,9912.53
2000000,3.45537,9188.0,4.0,9960.57
