M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00066,376916.0,1.0,0.122
2000,0.00173,403532.0,1.0,0.19
3000,0.00249,428088.0,1.0,0.325
4000,0.00331,458804.0,1.0,0.403
5000,0.00417,493608.0,1.0,0.471
6000,0.0035099999999999997,527428.0,1.0,0.408
7000,0.00592,557116.0,1.0,0.362
8000,0.00661,582748.0,1.0,0.298
9000,0.0074,601180.0,1.0,0.215
10000,0.008289999999999999,615516.0,1.0,0.206
12000,0.00931,636012.0,1.0,0.17
14000,0.01058,649288.0,1.0,0.119
16000,0.012150000000000001,658528.0,1.0,0.065
18000,0.01297,661612.0,1.0,0.05
25000,0.15452000000000002,9328.0,7.795,6053.34
30000,0.22804,8228.0,8.24,6621.98
35000,0.24656999999999998,9264.0,8.546,7047.16
40000,0.20629,8228.0,8.887,7378.18
45000,0.19534,8228.0,9.165,7645.03
50000,0.20761000000000002,8252.0,9.402,7859.34
60000,0.34884,8316.0,9.944,8192.9
70000,0.28846,9252.0,10.254,8435.82
80000,0.42219999999999996,8224.0,10.56,8623.47
90000,0.42899,8284.0,10.925,8771.56
100000,0.48361000000000004,8228.0,11.124,8892.2
200000,1.20319,8228.0,12.869,9439.1
300000,1.41984,9252.0,13.816,9628.01
400000,2.62397,8228.0,14.512,9722.92
500000,2.803,8228.0,15.004,9779.8
600000,2.65205,8804.0,15.425,9817.69
700000,3.55254,9776.0,15.775,9844.1
800000,3.98321,9224.0,16.039,9865.5
900000,6.01942,8228.0,16.295,9881.07
