M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.2993,6092.0,2.0,5.27
2000,0.26,6180.0,2.02,8.07
3000,0.2577,6164.0,2.06,12.5
4000,0.19649999999999998,6200.0,2.28,20.88
5000,0.1605,6180.0,2.93,53.37
6000,0.1448,6180.0,4.11,323.03
7000,0.13720000000000002,7204.0,4.54,786.25
8000,0.1303,7232.0,5.22,1308.56
9000,0.1233,8256.0,5.39,1813.86
10000,0.1189,8292.0,5.62,2294.67
12000,0.11539999999999999,8228.0,6.01,3117.59
14000,0.1137,9048.0,6.45,3804.32
16000,0.1097,8228.0,6.67,4376.16
18000,0.11230000000000001,8484.0,7.04,4861.56
25000,0.1173,9148.0,7.82,6055.08
30000,0.1247,8260.0,8.36,6620.76
35000,0.13419999999999999,8228.0,8.48,7048.35
40000,0.1444,9180.0,8.93,7377.17
45000,0.153,8308.0,9.1,7645.19
50000,0.16690000000000002,9268.0,9.41,7857.72
60000,0.1906,8260.0,9.91,8200.15
70000,0.2198,8236.0,10.2,8436.78
80000,0.25129999999999997,8268.0,10.59,8622.4
90000,0.2828,8256.0,10.93,8772.75
100000,0.3141,8228.0,11.09,8890.88
200000,0.6683,8228.0,12.9,9443.39
300000,1.0483,9264.0,13.89,9626.45
400000,1.4425999999999999,8224.0,14.54,9724.1
500000,1.8511000000000002,8240.0,14.99,9781.6
600000,2.3181,8228.0,15.34,9817.32
700000,2.7073,8228.0,15.65,9844.51
800000,3.1452,8228.0,15.99,9864.17
900000,3.6559,8228.0,16.32,9880.36
1000000,4.0427,8252.0,16.4,9894.87
2000000,8.7704,9248.0,17.9,9949.93
4000000,18.619500000000002,7204.0,18.86,9977.73
6000000,28.433600000000002,8284.0,19.36,9986.48
8000000,39.810500000000005,8312.0,19.75,9990.69
10000000,48.46060000000001,8236.0,19.98,9993.02
15000000,74.9588,8316.0,20.31,9996.19
20000000,101.13510000000001,8248.0,20.61,9997.85
25000000,128.0789,8228.0,20.69,9998.61
