M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.5684,6180.0,2.0,5.409
2000,0.5091,7236.0,2.009,8.325
3000,0.41178,6180.0,2.048,12.799
4000,0.28575,6240.0,2.22,21.247
5000,0.30759,6180.0,2.882,52.761
6000,0.22300999999999999,7232.0,4.206,311.761
7000,0.19235,8100.0,4.678,789.165
8000,0.24194,7204.0,5.157,1307.79
9000,0.24069,8252.0,5.413,1817.75
10000,0.2235,8708.0,5.692,2288.99
12000,0.22408,8312.0,6.129,3116.54
14000,0.20425,9076.0,6.413,3808.83
16000,0.19531,8264.0,6.812,4378.81
18000,0.20156,8260.0,7.126,4859.93
25000,0.20155,9204.0,7.757,6053.02
30000,0.22030000000000002,8316.0,8.279,6621.37
35000,0.22913,8288.0,8.577,7047.1
40000,0.24558000000000002,8244.0,8.943,7378.41
45000,0.2015,8268.0,9.158,7644.9
50000,0.2832,8228.0,9.429,7861.89
60000,0.28652,8260.0,9.925,8194.83
70000,0.36865,8260.0,10.284,8439.22
80000,0.37791,9024.0,10.587,8623.78
90000,0.48441,8536.0,10.935,8772.15
100000,0.487,8228.0,11.175,8889.55
200000,1.1572,8264.0,12.865,9439.41
300000,1.3080399999999999,8256.0,13.842,9627.22
400000,2.03198,8316.0,14.534,9722.36
500000,3.3234899999999996,8236.0,14.983,9779.5
600000,3.73339,8256.0,15.418,9817.17
700000,4.63849,8240.0,15.733,9844.75
800000,4.72322,8236.0,16.041,9864.87
900000,6.3546000000000005,8228.0,16.299,9881.02
1000000,6.52234,8240.0,16.531,9894.43
2000000,14.01155,8228.0,17.849,9950.12
4000000,30.8564,8228.0,18.949,9977.77
