N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3180.56,1.0,0.0
20,0.0,3180.2,1.86,20.0
30,0.0,3180.16,1.98,30.0
40,0.0,3182.28,2.0,40.0
50,0.0,3181.88,2.0,50.0
60,0.0,3182.52,2.01,60.0
70,0.0,3178.04,2.06,70.0
80,0.0,3180.52,2.19,80.0
90,0.0,3183.12,2.27,90.0
100,0.0,3178.92,2.4,100.0
200,0.009900000000000006,3185.72,2.94,200.0
300,0.030099999999999953,3183.04,3.0,300.0
400,0.0587999999999999,3180.2,3.0,400.0
500,0.09189999999999991,3184.48,3.05,500.0
600,0.1389000000000002,3180.16,3.18,600.0
700,0.19599999999999984,3182.72,3.26,700.0
800,0.27499999999999986,3183.88,3.52,800.0
900,0.3703999999999998,3181.96,3.69,900.0
1000,0.4643,4208.36,3.76,1000.0
1200,0.6995999999999996,4204.08,3.84,1200.0
1400,0.9789000000000004,4205.68,3.9,1400.0
1600,1.2908999999999997,4209.32,3.96,1600.0
1800,1.6273999999999997,4205.64,3.97,1800.0
2000,2.0112,4205.28,3.98,2000.0
2500,3.156999999999998,5228.0,4.0,2500.0
3000,4.5531,5229.64,4.03,3000.0
3500,6.253400000000003,6235.72,4.08,3500.0
4000,8.6257,6265.12,4.21,4000.0
4500,10.773200000000001,6261.48,4.25,4500.0
5000,13.663000000000002,7277.36,4.38,5000.0
6000,21.10520000000001,8294.72,4.66,6000.0
7000,28.843699999999995,8295.88,4.77,7000.0
8000,39.50719999999999,9314.32,4.86,8000.0
9000,49.07529999999999,10345.04,4.93,9000.0
10000,61.676100000000005,11358.84,4.96,10000.0
