N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3185.88,1.0,0.0
20,0.0,3183.44,1.86,20.0
30,0.0,3181.2,1.98,30.0
40,0.0,3181.68,2.0,40.0
50,0.0,3186.68,2.0,50.0
60,0.0,3182.76,2.0,60.0
70,0.0,3184.76,2.0,70.0
80,0.0,3185.36,2.0,80.0
90,0.0,3182.0,2.0,90.0
100,0.0,3183.72,2.0,100.0
200,0.008200000000000006,3182.0,2.0,200.0
300,0.020900000000000012,3185.32,2.09,300.0
400,0.04690000000000001,3181.72,2.37,400.0
500,0.07539999999999987,3185.52,2.51,500.0
600,0.12020000000000013,3185.88,2.73,600.0
700,0.1700999999999998,3183.04,2.83,700.0
800,0.23009999999999994,3179.6,2.94,800.0
900,0.29810000000000014,3181.0,2.96,900.0
1000,0.3677,4197.8,2.97,1000.0
1200,0.5471999999999996,4198.16,3.0,1200.0
1400,0.7614000000000003,4203.32,3.0,1400.0
1600,0.9855999999999995,4208.32,3.0,1600.0
1800,1.2309999999999994,4209.6,3.0,1800.0
2000,1.5241999999999998,4207.08,3.0,2000.0
2500,2.3916000000000004,5229.88,3.0,2500.0
3000,3.451399999999999,5232.88,3.0,3000.0
3500,4.6816,6242.2,3.0,3500.0
4000,6.126799999999999,6263.72,3.0,4000.0
4500,7.618800000000001,6262.68,3.0,4500.0
5000,9.406500000000003,7285.76,3.0,5000.0
6000,13.709599999999998,8282.24,3.0,6000.0
7000,18.26640000000001,8289.12,3.0,7000.0
8000,24.506699999999995,9317.08,3.0,8000.0
9000,29.943,10336.04,3.0,9000.0
10000,37.023599999999995,11304.8,3.0,10000.0
