K,Time (s),Memory (KB),Passes
1,0.01,3684.0,21
2,0.01,3720.0,16
3,0.01,3724.0,9
4,0.0,3824.0,7
5,0.0,3784.0,5
6,0.0,3916.0,4
7,0.0,4004.0,3
8,0.0,4036.0,3
9,0.0,3856.0,2
10,0.0,3992.0,2
