M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4196.12,1.0,0.0
2000,0.0,4197.72,1.0,0.0
3000,0.0,4191.84,1.0,0.0
4000,0.0,4196.0,1.0,0.0
5000,0.0,4170.24,1.0,0.0
6000,0.0,4190.88,1.0,0.0
7000,0.0,4189.48,1.0,0.0
8000,0.0,4188.64,1.0,0.0
9000,0.0,4204.12,1.0,0.0
10000,0.0,4189.04,1.0,0.0
12000,0.0,4192.6,1.0,0.0
14000,0.0,4203.28,1.0,0.0
16000,0.0,4198.04,1.0,0.0
18000,0.001,4198.48,1.0,0.0
25000,0.005900000000000003,5210.68,1.0,0.0
30000,0.009000000000000006,5068.88,1.0,0.0
35000,0.009800000000000007,5216.36,1.0,0.0
40000,0.010000000000000007,5222.28,1.0,0.0
45000,0.010100000000000007,5212.88,1.0,0.0
50000,0.011000000000000008,5207.32,1.0,0.0
60000,0.0579999999999999,11318.52,2.0,8433.1
70000,0.0585999999999999,11340.04,2.0,8638.87
80000,0.06629999999999998,11297.8,2.0,8806.49
90000,0.06499999999999993,11320.12,2.0,8935.97
100000,0.06970000000000008,11301.88,2.0,9042.87
200000,0.12049999999999984,11311.92,2.0,9544.48
300000,0.2525,11341.72,3.0,9720.73
400000,0.3238999999999998,11359.8,3.0,9775.48
500000,0.3997999999999995,11307.36,3.0,9818.86
600000,0.4702999999999998,11349.64,3.0,9848.09
700000,0.5454999999999997,11293.88,3.0,9871.63
800000,0.624,11322.76,3.0,9889.43
900000,0.7013000000000003,11360.56,3.0,9902.19
1000000,0.7751000000000005,11350.44,3.0,9912.5
2000000,1.9892,11357.52,3.97,9963.45
4000000,3.9726999999999992,11322.96,4.0,9980.42
6000000,5.956699999999999,11315.56,4.0,9987.97
8000000,7.915699999999998,11374.8,4.0,9991.95
10000000,10.088500000000003,11341.68,4.01,9993.96
15000000,17.878499999999995,11368.8,4.66,9997.23
20000000,24.453900000000008,11314.64,4.95,9998.14
25000000,30.388000000000012,11350.48,4.96,9998.76
30000000,36.603100000000005,11293.04,4.96,9999.17
35000000,43.50640000000001,11347.44,4.96,9999.52
