M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4200.24,1.0,0.0
2000,0.0,4200.44,1.0,0.0
3000,0.0,4168.0,1.0,0.0
4000,0.0,4188.72,1.0,0.0
5000,0.0,4199.12,1.0,0.0
6000,0.0,4182.12,1.0,0.0
7000,0.0,4160.4,1.0,0.0
8000,0.0,4203.36,1.0,0.0
9000,0.0,4188.68,1.0,0.0
10000,0.0,4170.8,1.0,0.0
12000,0.0,4191.8,1.0,0.0
14000,0.0,4197.28,1.0,0.0
16000,0.0002,4201.64,1.0,0.0
18000,0.0003,4202.28,1.0,0.0
25000,0.006600000000000003,5201.2,1.0,0.0
30000,0.009100000000000006,5076.92,1.0,0.0
35000,0.009900000000000006,5217.92,1.0,0.0
40000,0.010000000000000007,5208.88,1.0,0.0
45000,0.010100000000000007,5199.32,1.0,0.0
50000,0.011000000000000008,5209.92,1.0,0.0
60000,0.05039999999999991,11342.52,2.0,8452.31
70000,0.05029999999999991,11365.44,2.0,8693.07
80000,0.05629999999999993,11343.32,2.0,8871.74
90000,0.0596999999999999,11321.28,2.0,9011.0
100000,0.06369999999999996,11362.24,2.0,9129.1
200000,0.17220000000000002,11346.56,3.0,9537.65
300000,0.24579999999999988,11357.08,3.0,9692.87
400000,0.3255999999999996,11328.2,3.0,9776.44
500000,0.3951999999999999,11326.88,3.0,9826.3
600000,0.4693999999999998,11344.12,3.0,9859.32
700000,0.5454999999999997,11349.76,3.0,9884.18
800000,0.69,11326.08,3.33,9900.26
900000,0.9112999999999998,11328.56,3.98,9908.01
1000000,1.0185000000000004,11369.72,4.0,9914.63
2000000,2.0009,11369.16,4.0,9958.6
4000000,4.0901,11359.24,4.11,9982.58
6000000,7.4578,11340.52,5.0,9988.2
8000000,9.891899999999998,11357.96,5.0,9991.96
10000000,12.590800000000002,11340.76,5.0,9994.1
15000000,19.081900000000008,11367.52,5.0,9996.85
20000000,24.999400000000005,11358.44,5.07,9998.1
25000000,31.938500000000005,11360.8,5.21,9998.71
30000000,39.9371,11363.6,5.4,9999.19
35000000,48.52839999999998,11351.48,5.5,9999.41
