M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.37920000000000015,5221.48,2.0,5.27
2000,0.343,5233.8,2.0,8.07
3000,0.29769999999999996,5224.28,2.0,12.5
4000,0.25920000000000004,5264.52,2.0,20.88
5000,0.21590000000000015,5371.76,2.0,53.37
6000,0.16229999999999986,6251.44,2.0,337.73
7000,0.12479999999999997,6251.52,2.0,885.73
8000,0.09190000000000005,7274.8,2.0,1502.67
9000,0.07369999999999996,7270.92,2.0,2103.37
10000,0.05839999999999994,7268.72,2.0,2684.75
12000,0.04150000000000002,8258.0,2.0,3643.43
14000,0.03089999999999995,8295.08,2.0,4431.06
16000,0.02729999999999998,8253.76,2.0,5077.39
18000,0.022100000000000012,8299.12,2.0,5593.52
25000,0.02110000000000001,9322.4,2.0,6818.54
30000,0.02589999999999999,10291.48,2.0,7361.46
35000,0.02889999999999996,10324.88,2.0,7736.19
40000,0.07110000000000005,11297.32,3.0,8022.65
45000,0.07060000000000008,11322.08,3.0,8101.51
50000,0.07200000000000008,11358.76,3.0,8224.4
60000,0.06910000000000006,11353.56,3.0,8470.34
70000,0.07360000000000007,11347.44,3.0,8683.35
80000,0.08030000000000005,11304.6,3.0,8858.38
90000,0.08370000000000001,11282.72,3.0,8994.76
100000,0.09289999999999989,11357.72,3.0,9105.44
200000,0.16650000000000006,11365.92,3.0,9590.34
300000,0.3257999999999997,11321.68,4.0,9693.23
400000,0.43050000000000005,11338.88,4.0,9770.04
500000,0.5282000000000007,11351.16,4.0,9822.12
600000,0.6222999999999999,11294.28,4.0,9854.82
700000,0.7196999999999999,11317.8,4.0,9879.37
800000,0.8211999999999997,11334.2,4.0,9895.42
900000,0.9244000000000004,11256.68,4.0,9910.77
1000000,1.0224000000000004,11330.28,4.0,9921.39
2000000,2.5115999999999996,11357.88,5.0,9956.68
4000000,4.981000000000002,11318.56,5.0,9981.62
6000000,7.9591000000000065,11250.88,5.34,9989.5
8000000,11.778199999999995,11183.76,5.94,9992.1
10000000,14.992799999999997,11031.0,6.0,9993.83
15000000,22.9619,10965.24,6.0,9996.91
20000000,30.561700000000005,10784.6,6.0,9998.11
25000000,36.92219999999999,11105.88,6.0,9998.77
30000000,44.81100000000001,11070.76,6.03,9999.23
35000000,53.0428,10961.08,6.08,9999.47
