K,Time (s),Memory (KB),Passes
1,0.75,23168.0,3
2,0.76,27424.0,2
3,0.74,30912.0,1
4,0.07,14880.0,1
5,0.07,14880.0,1
6,0.07,14880.0,1
7,0.07,14880.0,1
8,0.07,14880.0,1
9,0.07,14880.0,1
10,0.07,14880.0,1
