K,Time (s),Memory (KB),Passes
1,7468.07,797788.0,978
2,2405.29,890524.0,22
3,1439.66,1077932.0,16
4,408.01,1171880.0,12
5,715.79,1334780.0,10
6,845.43,1499020.0,9
7,3.08,422024.0,1
