K,Time (s),Memory (KB),Passes
1,20.0,2022824.0,4
2,903.78,1546992.0,4
3,84.12,1332516.0,2
4,381.27,1279764.0,3
5,690.86,1442028.0,3
6,1228.34,1605200.0,3
7,3.33,421928.0,1
