K,Time (s),Memory (KB),Passes
1,0.0,1680.0,3.0
2,0.0,1600.0,3.0
3,0.0,1584.0,3.0
4,0.0,1664.0,3.0
5,0.0,1696.0,3.0
6,0.0,1664.0,3.0
7,0.0,1584.0,3.0
8,0.0,1584.0,3.0
9,0.0,1696.0,3.0
10,0.0,1664.0,3.0
11,0.01,1600.0,3.0
12,0.0,1600.0,3.0
13,0.0,1696.0,3.0
14,0.0,1696.0,3.0
15,0.0,1600.0,3.0
16,0.0,1696.0,3.0
17,0.0,1680.0,3.0
18,0.0,1632.0,3.0
19,0.0,1632.0,3.0
20,0.0,1728.0,3.0
21,0.0,1728.0,3.0
22,0.0,1712.0,3.0
23,0.0,1632.0,3.0
24,0.0,1632.0,3.0
25,0.0,1728.0,3.0
30,0.0,1728.0,3.0
35,0.0,1664.0,3.0
40,0.0,1680.0,3.0
45,0.0,1776.0,3.0
50,0.0,1744.0,3.0
60,0.0,1712.0,3.0
70,0.0,1792.0,3.0
80,0.0,1760.0,3.0
90,0.0,1776.0,3.0
100,0.0,1920.0,3.0
200,0.0,1936.0,2.0
300,0.0,1856.0,2.0
400,0.0,1952.0,2.0
500,0.0,1856.0,2.0
600,0.0,1856.0,2.0
700,0.0,1952.0,2.0
800,0.0,1856.0,2.0
900,0.0,1968.0,2.0
1000,0.0,1968.0,2.0
