K,Average User Time (s),Average Memory (KB),Passes
1,164.2733,86568.0,617
2,32.6133,98161.3333,32
3,16.68,120860.0,6
4,11.1933,141090.6667,4
5,17.7,158026.6667,6
6,0.6367,171682.6667,2
7,0.61,171685.3333,2
8,0.62,171734.6667,2
9,0.6333,171721.3333,2
10,0.6467,171748.0,2
