K,Average User Time (s),Average Memory (KB),Passes
1,0.596,23535.2,4
2,0.604,23624.0,4
3,0.59,23632.0,4
4,0.59,23555.2,4
5,0.594,23605.6,4
6,0.574,23586.4,4
7,0.614,23600.8,4
8,0.596,23558.4,4
9,0.586,23620.8,4
10,0.598,23554.4,4
