N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4176.0,1.995,9.451
20,0.00011,3120.0,2.009,18.536
30,0.0002,3176.0,2.262,27.851
40,0.00035,3168.0,2.678,37.3
50,0.0005200000000000001,3140.0,2.888,46.788
60,0.00073,4168.0,2.943,56.01
70,0.00093,4148.0,2.984,65.442
80,0.00122,3136.0,2.998,75.032
90,0.00107,4144.0,3.0,84.381
100,0.00158,4164.0,3.0,94.06
200,0.00425,3132.0,3.0,190.403
300,0.00758,3108.0,3.0,287.769
400,0.01011,3120.0,3.004,385.879
500,0.01579,3108.0,3.073,484.279
600,0.02197,4176.0,3.097,582.167
700,0.029920000000000002,3108.0,3.233,681.212
800,0.03177,3140.0,3.614,780.712
900,0.0464,3108.0,3.808,879.412
1000,0.047200000000000006,3192.0,3.865,977.91
1200,0.07221,3184.0,3.975,1174.85
1400,0.09144,4172.0,3.999,1371.56
1600,0.10293000000000001,4132.0,4.0,1568.84
1800,0.13252,4132.0,4.0,1766.15
2000,0.11005,4132.0,4.0,1964.06
2500,0.1705,4132.0,4.0,2458.9
3000,0.21606999999999998,4144.0,4.0,2954.11
3500,0.37669,5232.0,4.0,3449.79
4000,0.45491000000000004,5184.0,4.0,3946.08
4500,0.50128,5156.0,4.0,4442.43
5000,0.63862,6248.0,4.0,4939.28
6000,0.63902,6180.0,4.0,5932.87
7000,1.02675,7268.0,4.0,6926.88
8000,0.84053,7204.0,4.0,7922.18
9000,1.11893,8228.0,4.0,8917.52
10000,1.87174,8228.0,4.0,9912.53
