K,Average User Time (s),Average Memory (KB),Passes
1,0.02,4587.2,3
2,0.026,4835.2,3
3,0.032,5071.2,2
4,0.046,5157.6,2
5,0.058,5464.0,2
6,0.07,5675.2,2
7,0.064,5695.2,1
8,0.066,5604.8,1
9,0.064,5641.6,1
10,0.062,5646.4,1
