K,Average User Time (s),Average Memory (KB),Passes
1,1.8267,12170.6667,35
2,1.0467,14073.3333,19
3,0.7133,15702.6667,12
4,0.5333,17492.0,9
5,0.2867,19397.3333,4
6,0.42,21245.3333,6
7,0.2067,23602.6667,3
8,0.2133,25288.0,3
9,0.1833,26728.0,2
10,0.21,28608.0,2
