M,Time (s),Memory (KB),Passes
100,0.0,7244.0,1.0
200,0.0,7260.0,1.0
300,0.0,8232.0,1.0
400,0.0,8284.0,1.0
500,0.0,7232.0,1.0
600,0.0,8248.0,1.0
700,0.0,7268.0,1.0
800,0.0,8244.0,1.0
900,0.0,8252.0,1.0
1000,0.0,8292.0,1.0
2000,0.0,8256.0,1.0
3000,0.0,9284.0,1.0
4000,0.0,9308.0,1.0
5000,0.0,10280.0,1.0
6000,0.01,4176.0,2.23
7000,0.01,4144.0,2.24
8000,0.01,4172.0,2.26
9000,0.01,4172.0,2.33
10000,0.01,4152.0,2.28
11000,0.01,3108.0,2.21
12000,0.01,3124.0,2.24
13000,0.01,4156.0,2.21
14000,0.01,4188.0,2.22
15000,0.01,4188.0,2.2
16000,0.01,4152.0,2.2
17000,0.01,3180.0,2.22
18000,0.01,4152.0,2.19
19000,0.02,4188.0,2.24
20000,0.02,3148.0,2.2
30000,0.03,4152.0,2.32
40000,0.04,3140.0,2.56
50000,0.05,3124.0,2.72
60000,0.06,4192.0,2.7
70000,0.07,4152.0,2.64
80000,0.08,3196.0,2.62
90000,0.09,4192.0,2.56
100000,0.09,4184.0,2.52
200000,0.17,4172.0,2.17
300000,0.25,3144.0,2.04
400000,0.32,3108.0,2.0
