M,Time (s),Memory (KB),Passes
100,0.0,6244.0,1.0
200,0.0,7228.0,1.0
300,0.0,8244.0,1.0
400,0.0,8288.0,1.0
500,0.0,8248.0,1.0
600,0.0,8260.0,1.0
700,0.0,7284.0,1.0
800,0.0,8252.0,1.0
900,0.0,8240.0,1.0
1000,0.0,9256.0,1.0
2000,0.0,9296.0,1.0
3000,0.0,8304.0,1.0
4000,0.0,9264.0,1.0
5000,0.0,10308.0,1.0
6000,0.01,4172.0,2.0
7000,0.01,4156.0,2.0
8000,0.01,4136.0,2.0
9000,0.01,4188.0,2.0
10000,0.01,4212.0,2.0
11000,0.01,5168.0,2.0
12000,0.01,5208.0,2.0
13000,0.01,5176.0,2.0
14000,0.01,5212.0,2.0
15000,0.01,5180.0,2.01
16000,0.02,4204.0,2.03
17000,0.02,4212.0,2.02
18000,0.02,5196.0,2.07
19000,0.02,5176.0,2.01
20000,0.02,5216.0,2.02
30000,0.03,5168.0,2.13
40000,0.04,5196.0,2.47
50000,0.05,4176.0,2.69
60000,0.06,4144.0,2.7
70000,0.07,4136.0,2.67
80000,0.08,4132.0,2.59
90000,0.09,4132.0,2.55
100000,0.09,4148.0,2.42
200000,0.17,4132.0,2.12
300000,0.25,4132.0,2.05
400000,0.33,5176.0,2.01
