N,Time (s),Memory (KB),Passes
10,0.0,3816.0,1.0
20,0.0,3868.0,1.0
30,0.0,3844.0,1.0
40,0.0,3880.0,1.0
50,0.0,3892.0,1.0
60,0.0,3888.0,1.0
70,0.0,4008.0,1.0
80,0.0,4012.0,1.0
90,0.0,3968.0,2.0
100,0.0,4080.0,2.0
150,0.0,3900.0,2.0
200,0.0,4020.0,2.0
250,0.0,4392.0,2.0
300,0.0,4352.0,2.0
350,0.0,4220.0,2.0
400,0.0,4484.0,2.0
450,0.0,4652.0,2.0
500,0.01,4556.0,2.0
600,0.01,4792.0,2.0
700,0.01,4928.0,2.0
800,0.01,4980.0,2.0
900,0.01,5244.0,2.0
1000,0.01,5360.0,2.0
1200,0.02,5540.0,2.0
1400,0.02,5912.0,2.0
1600,0.03,6128.0,2.0
1800,0.03,6572.0,2.0
2000,0.04,6760.0,2.0
2500,0.06,7428.0,2.0
3000,0.07,8196.0,2.0
3500,0.1,8940.0,2.0
4000,0.11,9704.0,2.0
4500,0.13,10144.0,2.0
5000,0.14,11024.0,2.0
6000,0.17,12480.0,2.0
7000,0.21,13880.0,2.0
8000,0.34,15224.0,2.0
9000,0.31,16784.0,2.0
10000,0.4,18096.0,2.0
