N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3178.88,2.0,9.55
20,0.0,3177.24,2.0,16.07
30,0.0,3174.68,2.0,20.81
40,0.0,3176.44,2.0,25.32
50,0.0,3179.52,2.0,28.87
60,0.0,3175.24,2.02,32.8
70,0.0,3174.52,2.07,35.82
80,0.0,3183.76,2.2,39.05
90,0.0,3177.72,2.28,42.86
100,0.0,3175.52,2.39,44.43
200,0.0,3178.0,2.83,63.12
300,0.0,3175.88,2.95,76.77
400,0.0,3177.64,3.01,80.79
500,0.0003,3173.16,3.05,83.08
600,0.0006000000000000001,3177.72,3.07,87.56
700,0.008500000000000006,3216.48,3.18,83.08
800,0.007600000000000004,3893.24,3.2,85.61
900,0.010000000000000007,3999.32,3.18,79.61
1000,0.010700000000000008,3977.12,3.17,88.59
1200,0.012400000000000008,4129.04,3.1,76.26
1400,0.0231,4157.76,3.15,85.88
1600,0.021700000000000007,4641.6,3.07,71.71
1800,0.027699999999999995,5101.76,3.13,75.13
2000,0.03719999999999997,5102.76,3.13,80.58
2500,0.04599999999999995,5881.52,3.07,76.5
3000,0.06280000000000002,6139.84,3.09,73.74
3500,0.06179999999999996,7138.8,3.08,73.51
4000,0.0601999999999999,7233.6,3.03,68.18
4500,0.06749999999999998,8212.28,3.06,69.41
5000,0.07630000000000006,8233.8,3.05,78.67
6000,0.09689999999999988,10214.84,3.03,71.53
7000,0.11639999999999989,11245.04,3.06,72.72
8000,0.13810000000000022,12298.48,3.02,72.32
9000,0.15670000000000017,13414.56,3.0,64.76
10000,0.17789999999999992,14420.52,3.0,64.36
