N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3178.16,1.0,0.0
20,0.0,3177.56,1.0,0.0
30,0.0,3178.12,1.0,0.0
40,0.0,3177.72,1.0,0.0
50,0.0,3177.68,1.0,0.0
60,0.0,3175.16,1.0,0.0
70,0.0,3178.12,1.0,0.0
80,0.0,3179.88,1.0,0.0
90,0.0,3176.24,1.0,0.0
100,0.0,3181.24,1.0,0.0
200,0.0,3168.4,1.0,0.0
300,0.0,3175.28,1.0,0.0
400,0.0,3177.92,1.0,0.0
500,0.0,3174.16,1.0,0.0
600,0.0,3179.8,1.0,0.0
700,0.0,3173.72,1.0,0.0
800,0.0,3173.6,1.0,0.0
900,0.0,3174.8,1.0,0.0
1000,0.0,3171.84,1.0,0.0
1200,0.015000000000000008,4203.88,2.0,75.38
1400,0.015000000000000012,4199.84,2.0,84.62
1600,0.017100000000000014,5210.84,2.0,71.46
1800,0.030899999999999955,5224.52,2.0,74.75
2000,0.028399999999999995,5225.32,2.0,79.59
2500,0.046299999999999945,6241.44,2.0,75.95
3000,0.06199999999999997,6248.04,2.0,74.31
3500,0.0696,7278.44,2.01,73.03
4000,0.05119999999999991,7272.0,2.0,67.92
4500,0.0582999999999999,8284.68,2.02,70.05
5000,0.0692,9309.56,2.01,78.43
6000,0.08430000000000001,10325.12,2.01,71.62
7000,0.10089999999999988,11362.08,2.02,73.07
8000,0.11859999999999989,12393.16,2.0,72.09
9000,0.1383000000000002,13419.08,2.0,64.39
10000,0.15290000000000017,15464.72,2.0,63.86
