K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3618.4,3
2,0.0,3685.6,2
3,0.0,3632.8,2
4,0.0,3658.4,1
5,0.0,3614.4,1
6,0.0,3708.8,1
7,0.0,3680.0,1
8,0.0,3680.0,1
9,0.0,3695.2,1
10,0.0,3728.0,1
