K,Average User Time (s),Average Memory (KB),Passes
1,23.8467,56850.6667,35
2,12.3133,65192.0,15
3,10.3733,77777.3333,11
4,4.6333,90413.3333,6
5,4.0833,100117.3333,5
6,3.1367,107709.3333,4
7,4.3367,115269.3333,5
8,2.59,127874.6667,3
9,2.88,137049.3333,3
10,3.32,146492.0,3
