K,Average User Time (s),Average Memory (KB),Passes
1,2311.04,75884.0,1692
2,78.46,87468.0,41
3,36.52,104636.0,17
4,24.5,117796.0,12
5,24.33,131996.0,10
6,18.28,150264.0,8
7,17.86,170064.0,7
8,24.21,181628.0,7
9,15.76,199788.0,6
10,21.88,213408.0,6
