K,Time (s),Memory (KB),Passes
1,7601.78,1692344.0,4
2,7549.6,1980780.0,4
3,7544.73,2246892.0,4
4,6801.16,2540400.0,4
5,5982.16,2826164.0,4
6,5849.67,3112928.0,4
7,8306.12,3397656.0,4
8,8926.9,3682348.0,4
9,7415.35,3967220.0,4
10,6988.79,4251876.0,4
