K,Time (s),Memory (KB),Passes
1,10655.64,1694388.0,4
2,7939.4,1969316.0,4
3,12630.9,2261620.0,4
4,6896.18,2541900.0,4
5,6092.5,2813356.0,4
6,5825.79,3105328.0,4
7,7654.47,3392116.0,4
8,6419.13,3676640.0,4
9,6633.77,3961536.0,4
10,7540.98,4246344.0,3
