K,Average User Time (s),Average Memory (KB),Passes
1,0.808,22571.2,5
2,0.836,22565.6,5
3,0.802,22540.0,5
4,0.832,22568.8,5
5,0.812,22532.8,5
6,0.82,22536.0,5
7,0.832,22476.8,5
8,0.81,22515.2,5
9,0.834,22527.2,5
10,0.814,22530.4,5
