K,Average User Time (s),Average Memory (KB),Passes
1,10.292,10755.2,231
2,1.644,11959.2,33
3,0.884,13776.0,17
4,0.66,15379.2,12
5,0.568,17240.8,10
6,0.378,18815.2,6
7,0.434,20703.2,7
8,0.212,22439.2,3
9,0.212,24289.6,3
10,0.23,26105.6,3
